,Dataset,Number of sampled points,Fraction of sampled points,Number of source models,Technique,Mean estimation error against seen accuracies,Mean estimation error against unseen accuracies,Kendall tau correlation against seen accuracies,Kendall tau correlation against unseen accuracies
74,mmlu_all,10,10,10,Anchor Points,0.0819745252521798,0.08972239026395622,0.6146938775510205,0.6070263463793465
75,mmlu_all,10,10,10,Anchor Points,0.054559623079831795,0.05417825306555086,0.7746938775510204,0.7627603739195393
76,mmlu_all,10,10,10,Anchor Points,0.07317515701678787,0.07025445744556989,0.7159183673469388,0.7191836734693877
77,mmlu_all,10,10,10,Anchor Points,0.06557885926832935,0.06600927943574082,0.77419361292904,0.7861224489795919
78,mmlu_all,10,10,10,Anchor Points,0.07049332208614179,0.07502990234164134,0.677827741277535,0.6418947043905331
79,mmlu_all,10,10,10,Anchor Points,0.03694604521611609,0.0353034565366629,0.7905268115140408,0.7812244897959183
80,mmlu_all,25,25,10,Anchor Points,0.04929167467531488,0.047409540358816206,0.7905268115140408,0.7812244897959183
81,mmlu_all,25,25,10,Anchor Points,0.049794400364781846,0.053076535207698436,0.7676603334950396,0.7638891438286528
82,mmlu_all,25,25,10,Anchor Points,0.05179667526116567,0.04952031596201103,0.7529604547685389,0.756734693877551
83,mmlu_all,25,25,10,Anchor Points,0.03371038002853965,0.03662295534200052,0.8187755102040817,0.7970600909480411
84,mmlu_all,25,25,10,Anchor Points,0.06376560512864392,0.07302907354959548,0.746938775510204,0.7246734444663263
85,mmlu_all,25,25,10,Anchor Points,0.04128902206315888,0.040872886442525506,0.8661224489795918,0.8705594845805449
86,mmlu_all,25,25,10,Anchor Points,0.0629017173996926,0.059418644711161185,0.8138775510204082,0.8138775510204082
87,mmlu_all,25,25,10,Anchor Points,0.05642782489829129,0.05769364374920476,0.8199265689670423,0.8187755102040817
88,mmlu_all,25,25,10,Anchor Points,0.06423416479139472,0.06858650787363485,0.7921601313725409,0.7643936937780395
89,mmlu_all,25,25,10,Anchor Points,0.05193468197081745,0.048430649046726275,0.7872601717970407,0.7861224489795919
90,mmlu_all,50,50,10,Anchor Points,0.05766201973600452,0.054450000487439684,0.7986934108065412,0.7828571428571428
91,mmlu_all,50,50,10,Anchor Points,0.04574099667088724,0.048493780495262,0.7300939767495377,0.7442812941474894
92,mmlu_all,50,50,10,Anchor Points,0.0365164800114331,0.03453832587309272,0.7513271349100388,0.76
93,mmlu_all,50,50,10,Anchor Points,0.042054959990642765,0.043615583371852305,0.7959183673469388,0.7611270540610392
94,mmlu_all,50,50,10,Anchor Points,0.060599050538185366,0.0688566127841598,0.8351020408163266,0.8406865550798757
95,mmlu_all,50,50,10,Anchor Points,0.03788382619986984,0.0379254541755383,0.8644897959183673,0.8623928852880445
96,mmlu_all,50,50,10,Anchor Points,0.03898113687654088,0.03626143159380233,0.8351020408163266,0.8416326530612245
97,mmlu_all,50,50,10,Anchor Points,0.04763932540702786,0.04890302750424302,0.8264598484010427,0.8318367346938775
98,mmlu_all,50,50,10,Anchor Points,0.029533334387517974,0.03128095869623007,0.834626447693543,0.8199265689670423
99,mmlu_all,50,50,10,Anchor Points,0.04978960335696761,0.04522460987806429,0.8819927235900455,0.9020408163265307
100,mmlu_all,100,100,10,Anchor Points,0.04240066989580331,0.03939874056698063,0.8705594845805449,0.8514285714285714
101,mmlu_all,100,100,10,Anchor Points,0.05629357976871023,0.06106704670003621,0.8264598484010427,0.8292486427658637
102,mmlu_all,100,100,10,Anchor Points,0.0353316757502924,0.03257325318379484,0.8215598888255424,0.8171428571428572
103,mmlu_all,100,100,10,Anchor Points,0.03241063238411973,0.03431459680850007,0.8481632653061225,0.8133932895330419
104,mmlu_all,100,100,10,Anchor Points,0.03550411335754831,0.0433645138247814,0.7910204081632654,0.7753270561426647
105,mmlu_all,100,100,10,Anchor Points,0.03941859930088829,0.0392853379770764,0.9036734693877552,0.8983259221750464
106,mmlu_all,100,100,10,Anchor Points,0.03991087175164723,0.0373239986285921,0.8236734693877551,0.830204081632653
107,mmlu_all,100,100,10,Anchor Points,0.024803220490591662,0.025466709246648813,0.8248265285425426,0.8171428571428572
108,mmlu_all,100,100,10,Anchor Points,0.03709070223806805,0.039514335692369444,0.8705594845805449,0.8574929257125442
109,mmlu_all,100,100,10,Anchor Points,0.032676214360405874,0.02847772208017356,0.8607595654295445,0.8808163265306123
110,mmlu_all,250,250,10,Anchor Points,0.04716544950314915,0.043808051288000735,0.8705594845805449,0.8579591836734693
111,mmlu_all,250,250,10,Anchor Points,0.04826516584993394,0.05297172598239225,0.8591262455710443,0.860294404761039
112,mmlu_all,250,250,10,Anchor Points,0.04213140362387357,0.039362742332831345,0.8378930874105432,0.84
113,mmlu_all,250,250,10,Anchor Points,0.04779090040111758,0.04489923767188377,0.8710204081632652,0.8362597675520431
114,mmlu_all,250,250,10,Anchor Points,0.04576029440114724,0.05529673203983732,0.7959183673469388,0.7933009183503977
115,mmlu_all,250,250,10,Anchor Points,0.04229530458135413,0.04200421447835776,0.8808163265306123,0.8754594441560452
116,mmlu_all,250,250,10,Anchor Points,0.05234443069057427,0.04830495903014886,0.8628571428571429,0.8693877551020408
117,mmlu_all,250,250,10,Anchor Points,0.04150632682926986,0.043751851333696655,0.816659929250042,0.8122448979591836
118,mmlu_all,250,250,10,Anchor Points,0.0380706792945315,0.04195293087478747,0.832993127835043,0.8003267306650412
119,mmlu_all,250,250,10,Anchor Points,0.043682051939345434,0.0394739688974686,0.891792642741046,0.9102040816326531
120,mmlu_all,500,500,10,Anchor Points,0.044712055470668165,0.04138010400987751,0.872192804439045,0.856326530612245
121,mmlu_all,500,500,10,Anchor Points,0.043819378316839214,0.048415883566430146,0.8460596867030437,0.8455885175001665
122,mmlu_all,500,500,10,Anchor Points,0.034630018382421426,0.03180236517335626,0.8411597271275434,0.84
123,mmlu_all,500,500,10,Anchor Points,0.03998580696753038,0.0371569898486854,0.8693877551020408,0.8460596867030437
124,mmlu_all,500,500,10,Anchor Points,0.05185396185169403,0.06170002079108234,0.8318367346938775,0.8227126928721427
125,mmlu_all,500,500,10,Anchor Points,0.0440347436151205,0.04362102824360384,0.8824489795918368,0.8770927640145453
126,mmlu_all,500,500,10,Anchor Points,0.03637455255102588,0.033846228301367395,0.8383673469387755,0.8351020408163266
127,mmlu_all,500,500,10,Anchor Points,0.03192438223795235,0.03430404232894528,0.8852593633070457,0.8840816326530613
128,mmlu_all,500,500,10,Anchor Points,0.03480845781462068,0.037414937575861555,0.8623928852880445,0.8362597675520431
129,mmlu_all,500,500,10,Anchor Points,0.04255004292088839,0.03885715671202936,0.8836260434485457,0.8938775510204081
130,mmlu_all,1000,1000,10,Anchor Points,0.04553369759620086,0.041896331247318515,0.8672928448635447,0.8514285714285714
131,mmlu_all,1000,1000,10,Anchor Points,0.04187918503929229,0.04597748515710469,0.8476930065615438,0.8553924423407481
132,mmlu_all,1000,1000,10,Anchor Points,0.04165345449410112,0.0378974770883267,0.834626447693543,0.833469387755102
133,mmlu_all,1000,1000,10,Anchor Points,0.04141194982585787,0.03829365082992657,0.8857142857142857,0.8542262859955441
134,mmlu_all,1000,1000,10,Anchor Points,0.04470354783425685,0.054549606773645155,0.8497959183673469,0.8439545300267361
135,mmlu_all,1000,1000,10,Anchor Points,0.040067525315820876,0.03972900589675591,0.8824489795918368,0.8803594037315454
136,mmlu_all,1000,1000,10,Anchor Points,0.03938887482657268,0.03531422941555931,0.8546938775510204,0.8579591836734693
137,mmlu_all,1000,1000,10,Anchor Points,0.028707926787755175,0.031192542737081448,0.8934259625995461,0.8759183673469388
138,mmlu_all,1000,1000,10,Anchor Points,0.02721886221961481,0.030870498247333754,0.872192804439045,0.8427930469860435
139,mmlu_all,1000,1000,10,Anchor Points,0.04689997143838412,0.043168199820371525,0.8754594441560452,0.8857142857142857
140,mmlu_all,10,10,10,tinyBenchmarks,0.07747078778741046,0.07686005071767454,0.5036482118960884,0.5126112558354581
141,mmlu_all,10,10,10,tinyBenchmarks,0.10550320392009047,0.10501799256400318,0.563080963477799,0.5591630275725433
142,mmlu_all,10,10,10,tinyBenchmarks,0.06878627968337732,0.0702080295316313,0.348939929378256,0.3529597368873994
143,mmlu_all,10,10,10,tinyBenchmarks,0.10357708254805885,0.10735552098872926,0.5080682368868706,0.4760959435812842
144,mmlu_all,10,10,10,tinyBenchmarks,0.10323407463249153,0.0989742210519051,0.3147711047634642,0.30332970935938125
145,mmlu_all,10,10,10,tinyBenchmarks,0.09773087071240108,0.09821010141765281,0.5276509529034715,0.5286964312859473
146,mmlu_all,10,10,10,tinyBenchmarks,0.08485488126649075,0.0861842746894737,0.3774376328547065,0.39227142628567746
147,mmlu_all,10,10,10,tinyBenchmarks,0.06813041839427067,0.06789446830499267,0.49571333519647737,0.4913539907568305
148,mmlu_all,10,10,10,tinyBenchmarks,0.08624575951752733,0.08374392989422905,0.2576610885362439,0.25682723388078676
149,mmlu_all,10,10,10,tinyBenchmarks,0.09898605352431211,0.09624985515555957,0.4031810621241419,0.41542970296353304
150,mmlu_all,25,25,10,tinyBenchmarks,0.05826234451564268,0.06011338744870278,0.556827659565253,0.5655909440598731
151,mmlu_all,25,25,10,tinyBenchmarks,0.060263852242744054,0.05975209922684743,0.3916303675500917,0.3958972634546064
152,mmlu_all,25,25,10,tinyBenchmarks,0.05188842819449679,0.050588252116038346,0.5415137000619047,0.5453809418434843
153,mmlu_all,25,25,10,tinyBenchmarks,0.0621711270260083,0.059678271564302256,0.3756635674550194,0.38153594771241833
154,mmlu_all,25,25,10,tinyBenchmarks,0.047565020731247715,0.041026964602036184,0.5893492118355838,0.6177227678219317
155,mmlu_all,25,25,10,tinyBenchmarks,0.08154165096117602,0.08091060983314133,0.5230898904599982,0.522485865583255
156,mmlu_all,25,25,10,tinyBenchmarks,0.07091971353185075,0.07064621325136397,0.44816326530612244,0.4644897959183673
157,mmlu_all,25,25,10,tinyBenchmarks,0.04761402186204298,0.04784460925624104,0.6538619262790408,0.6674838828962667
158,mmlu_all,25,25,10,tinyBenchmarks,0.06168865435356201,0.06410441611852292,0.6669391648046217,0.6702084744360168
159,mmlu_all,25,25,10,tinyBenchmarks,0.0878741047870335,0.08596454151469944,0.5658219389414906,0.5525136967983731
160,mmlu_all,50,50,10,tinyBenchmarks,0.03240482472672447,0.031032405160956945,0.8004908644851435,0.8042507065822473
161,mmlu_all,50,50,10,tinyBenchmarks,0.049721070486242,0.04833245311800444,0.6849203677772954,0.6876533115290271
162,mmlu_all,50,50,10,tinyBenchmarks,0.038394270637014706,0.03847819228475515,0.8161764705882354,0.8035933703820415
163,mmlu_all,50,50,10,tinyBenchmarks,0.05237090086694307,0.05206372589096584,0.5591836734693878,0.5683953107580293
164,mmlu_all,50,50,10,tinyBenchmarks,0.036034677723332076,0.042522532910745016,0.7093877551020409,0.7066995822585932
165,mmlu_all,50,50,10,tinyBenchmarks,0.04950245005653978,0.04990707729224957,0.6816326530612246,0.6925276200040357
166,mmlu_all,50,50,10,tinyBenchmarks,0.043769317753486664,0.04442209280308063,0.6538775510204081,0.6571428571428571
167,mmlu_all,50,50,10,tinyBenchmarks,0.03223143611006408,0.030968173155025123,0.743767941142409,0.7508172440412106
168,mmlu_all,50,50,10,tinyBenchmarks,0.038228420655861316,0.03717151599128637,0.732843137254902,0.7295751633986929
169,mmlu_all,50,50,10,tinyBenchmarks,0.03506596306068604,0.03376660313685105,0.7785947712418302,0.7839935320800404
170,mmlu_all,100,100,10,tinyBenchmarks,0.027764794572182384,0.029194529003395874,0.7998366013071896,0.7921601313725409
171,mmlu_all,100,100,10,tinyBenchmarks,0.044994346023369755,0.0428465873517269,0.7061708803813641,0.7023712183156176
172,mmlu_all,100,100,10,tinyBenchmarks,0.025898982284206548,0.02499378965083376,0.8292483660130721,0.8297264881180428
173,mmlu_all,100,100,10,tinyBenchmarks,0.031402186204297015,0.03322616295840124,0.7289795918367348,0.7268273370325374
174,mmlu_all,100,100,10,tinyBenchmarks,0.03606483226535994,0.0408581027059454,0.6995918367346938,0.675653820263418
175,mmlu_all,100,100,10,tinyBenchmarks,0.031240105540897102,0.029749092266881855,0.7975510204081633,0.7888934916555407
176,mmlu_all,100,100,10,tinyBenchmarks,0.029905767056162828,0.029629081436729425,0.8089795918367346,0.8122448979591836
177,mmlu_all,100,100,10,tinyBenchmarks,0.03164342254052016,0.032812552359008935,0.7295751633986929,0.7202940575985372
178,mmlu_all,100,100,10,tinyBenchmarks,0.031417263475310965,0.03088625543940866,0.735594667063921,0.7241520833540378
179,mmlu_all,100,100,10,tinyBenchmarks,0.027840180927252208,0.02984532135645892,0.8341503267973858,0.8068600100990416
180,mmlu_all,250,250,10,tinyBenchmarks,0.02356577459479839,0.023415528527364744,0.8052266902405415,0.8122448979591836
181,mmlu_all,250,250,10,tinyBenchmarks,0.015891443648699568,0.01872301106551354,0.852124183006536,0.8353086108214747
182,mmlu_all,250,250,10,tinyBenchmarks,0.019215981907274783,0.02064552238673911,0.8493263264200438,0.846530612244898
183,mmlu_all,250,250,10,tinyBenchmarks,0.020478703354692828,0.021623747055773513,0.8313598079765429,0.8210784313725491
184,mmlu_all,250,250,10,tinyBenchmarks,0.018473426309837972,0.022201400487356925,0.8661224489795918,0.8455885175001665
185,mmlu_all,250,250,10,tinyBenchmarks,0.021454956652845816,0.022944340449026598,0.8710204081632652,0.8623928852880445
186,mmlu_all,250,250,10,tinyBenchmarks,0.014998115341123283,0.014580472102624571,0.9085714285714286,0.9020408163265307
187,mmlu_all,250,250,10,tinyBenchmarks,0.017836411609498698,0.018169463571225033,0.8378930874105432,0.8579591836734693
188,mmlu_all,250,250,10,tinyBenchmarks,0.015427817565020712,0.015136270569768615,0.8493263264200438,0.834626447693543
189,mmlu_all,250,250,10,tinyBenchmarks,0.01975876366377682,0.019114544434593442,0.8819927235900455,0.8628571428571429
190,mmlu_all,500,500,10,tinyBenchmarks,0.013705239351677345,0.016868194567581415,0.9146591207600472,0.8987755102040816
191,mmlu_all,500,500,10,tinyBenchmarks,0.016106294760648288,0.017845330558549168,0.8504901960784315,0.8500205041627531
192,mmlu_all,500,500,10,tinyBenchmarks,0.013580851865812246,0.015195675725416677,0.873826124297545,0.8661224489795918
193,mmlu_all,500,500,10,tinyBenchmarks,0.012744063324538311,0.01442973407728703,0.9069387755102041,0.8934259625995461
194,mmlu_all,500,500,10,tinyBenchmarks,0.010836788541274057,0.013146445958070397,0.8987755102040816,0.8978761166499353
195,mmlu_all,500,500,10,tinyBenchmarks,0.012152280437240847,0.012697239549876197,0.926530612244898,0.9179257604770474
196,mmlu_all,500,500,10,tinyBenchmarks,0.015186581228797586,0.014933147167968215,0.9102040816326531,0.9036734693877552
197,mmlu_all,500,500,10,tinyBenchmarks,0.015024500565397685,0.016636035739502984,0.863097742688334,0.8423205425533059
198,mmlu_all,500,500,10,tinyBenchmarks,0.01249528835280812,0.012800028314123958,0.8836260434485457,0.8819927235900455
199,mmlu_all,500,500,10,tinyBenchmarks,0.014813418771202395,0.014406929173988534,0.872192804439045,0.8726530612244898
200,mmlu_all,1000,1000,10,tinyBenchmarks,0.011013946475687859,0.010374806092491546,0.9146591207600472,0.9085714285714286
201,mmlu_all,1000,1000,10,tinyBenchmarks,0.01037693177534865,0.013479118510535461,0.9130258009015471,0.9125820039108077
202,mmlu_all,1000,1000,10,tinyBenchmarks,0.010576705616283549,0.009927769961899863,0.9326256392035481,0.913469387755102
203,mmlu_all,1000,1000,10,tinyBenchmarks,0.00867320015077261,0.011373589646940196,0.9151020408163266,0.8901593228825458
204,mmlu_all,1000,1000,10,tinyBenchmarks,0.00970599321522806,0.013713412223561159,0.8987755102040816,0.8929741542296444
205,mmlu_all,1000,1000,10,tinyBenchmarks,0.00850358085186583,0.009888503934778409,0.933061224489796,0.9326256392035481
206,mmlu_all,1000,1000,10,tinyBenchmarks,0.010410855635129905,0.010539813728456873,0.9461224489795919,0.9363265306122449
207,mmlu_all,1000,1000,10,tinyBenchmarks,0.00816811157180556,0.008961674355720971,0.9244590399110476,0.8987755102040816
208,mmlu_all,1000,1000,10,tinyBenchmarks,0.010361854504334616,0.013416480589783055,0.911392481043047,0.8852593633070457
209,mmlu_all,1000,1000,10,tinyBenchmarks,0.00956275914059577,0.010379599673679882,0.9554921172225493,0.926530612244898
210,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.08864003015454201,0.09063098591549293,0.5702154794041491,0.5681469978282897
211,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.11594722955145118,0.12060281690140844,0.4661996169502221,0.4570436782537174
212,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.20241387108933284,0.19906103286384977,0.37738003073503523,0.37995290131982157
213,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.11699359215981907,0.11981408450704224,0.5228322513001123,0.5221547339275716
214,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.09359819072747833,0.09022910798122066,0.3420948674306574,0.3213933056135924
215,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.12990124387485869,0.13059906103286384,0.29471122486517054,0.30294621974429764
216,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.14147606483226535,0.13902723004694836,0.2862689065334306,0.29710558438327656
217,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.07845156426686771,0.08024788732394367,0.511705463687375,0.5236306041941049
218,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.11356803618545044,0.11085633802816901,0.36865986255738237,0.3795831177442678
219,mmlu_all,10,10,10,"Random (subtask stratified, equal)",0.14375273275537126,0.14460281690140847,0.6430097981373851,0.6400542163308192
220,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.05609408217112702,0.054512676056338014,0.560544366058664,0.5745457613022713
221,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.06228224651338108,0.06383474178403756,0.5723440858980868,0.5613340505046022
222,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.0712144741801734,0.07283380281690142,0.4230799149435006,0.4026850204895313
223,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.07040678477195629,0.07152300469483569,0.45651448178446813,0.4402666146739459
224,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.10812227666792311,0.11411830985915493,0.11465480405854797,0.08866930672103682
225,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.05479623068224652,0.054242253521126764,0.7105055138584903,0.7133648348441771
226,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.061567131549189594,0.05884319248826289,0.6568999607053582,0.6603302477064306
227,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.06404854881266489,0.06446572769953052,0.590515271218814,0.5946272499064166
228,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.07838416886543538,0.07765258215962442,0.7240554046667222,0.6847324429020597
229,mmlu_all,25,25,10,"Random (subtask stratified, equal)",0.07133765548435733,0.07458028169014087,0.7544292149188356,0.7592923387076528
230,mmlu_all,50,50,10,"Random (subtask stratified, equal)",0.03675280814172635,0.037030985915492955,0.7330723835503319,0.7327731092436975
