,Dataset,Number of sampled points,Fraction of sampled points,Number of source models,Technique,Mean estimation error against seen accuracies,Mean estimation error against unseen accuracies,Kendall tau correlation against seen accuracies,Kendall tau correlation against unseen accuracies
23,gpqa_all,50,50,10,Random (uniform),0.034417857142857146,0.05868571428571429,0.7145698131448528,0.3923770645367812
24,gpqa_all,50,50,10,Random (uniform),0.041589285714285724,0.05283928571428573,0.41866564345402174,0.2288206076370179
25,gpqa_all,50,50,10,Random (uniform),0.04073571428571429,0.047039285714285714,0.49612967320369195,0.24962572674354688
26,gpqa_all,50,50,10,Random (uniform),0.03767499999999999,0.047925,0.4907937515036561,0.23400365449679777
27,gpqa_all,50,50,10,Random (uniform),0.041975,0.051992857142857146,0.28387808674318116,0.008807301898684127
28,gpqa_all,50,50,10,Random (uniform),0.046557142857142866,0.06510357142857143,0.44228033567639663,0.13597044727559934
29,gpqa_all,50,50,10,Random (uniform),0.042425000000000004,0.06786785714285715,0.7084058929666069,0.21479185519239977
30,gpqa_all,100,100,10,Random (uniform),0.026825,0.03213571428571429,0.5397457110542195,0.35907837538756815
31,gpqa_all,100,100,10,Random (uniform),0.037225,0.04000357142857142,0.6259586521210297,0.5230643233612285
32,gpqa_all,100,100,10,Random (uniform),0.041482142857142856,0.05219642857142857,0.7539197141382717,0.5571185745370826
33,gpqa_all,100,100,10,Random (uniform),0.029746428571428573,0.05301428571428571,0.6334271857115183,0.19016623161238708
34,gpqa_all,100,100,10,Random (uniform),0.02021785714285714,0.038725,0.7223611536359312,0.403602652220717
35,gpqa_all,100,100,10,Random (uniform),0.028257142857142856,0.041232142857142856,0.60955614140142,0.2721168125059874
36,gpqa_all,100,100,10,Random (uniform),0.02299642857142857,0.042317857142857136,0.6941977099418469,0.28707066882598514
37,gpqa_all,100,100,10,Random (uniform),0.025825,0.041221428571428576,0.5895876247613917,0.1995007433744705
38,gpqa_all,100,100,10,Random (uniform),0.024414285714285718,0.03471785714285714,0.6215276455969443,0.4535591672253845
39,gpqa_all,100,100,10,Random (uniform),0.027610714285714287,0.04109642857142857,0.6390388550059513,0.3736771124523625
40,gpqa_all,200,200,10,Random (uniform),0.009153571428571426,0.026535714285714284,0.901613606733419,0.44378714080182846
41,gpqa_all,200,200,10,Random (uniform),0.007539285714285714,0.033682142857142855,0.9191454514166416,0.49832091186768296
42,gpqa_all,200,200,10,Random (uniform),0.010117857142857147,0.03353214285714286,0.8788926209790258,0.52561336401122
43,gpqa_all,200,200,10,Random (uniform),0.008132142857142855,0.03814285714285714,0.901556471167373,0.3553131757785545
44,gpqa_all,200,200,10,Random (uniform),0.008796428571428568,0.03538214285714286,0.8825071580251385,0.39459516335136163
45,gpqa_all,200,200,10,Random (uniform),0.008621428571428572,0.028853571428571433,0.8795589482612381,0.3629453314499083
46,gpqa_all,200,200,10,Random (uniform),0.00991071428571429,0.03988928571428571,0.8795766636949249,0.3126322747605304
47,gpqa_all,200,200,10,Random (uniform),0.007753571428571428,0.028299999999999995,0.8413306250012126,0.32740186902147633
48,gpqa_all,200,200,10,Random (uniform),0.00648571428571429,0.03591785714285713,0.9179645510469097,0.4300097418279566
49,gpqa_all,200,200,10,Random (uniform),0.008132142857142855,0.038060714285714295,0.9226253590715731,0.2565404497721269
50,gpqa_all,10,10,10,Anchor Points,0.054587473803430424,0.0504816019921534,0.20488871875375367,0.29394045796651447
51,gpqa_all,10,10,10,Anchor Points,0.046821583061276026,0.04423221365321869,0.29436067505952973,0.20850347851717807
52,gpqa_all,10,10,10,Anchor Points,0.0602058959644895,0.060852293677989396,0.21350769594540145,0.21645501739307849
53,gpqa_all,10,10,10,Anchor Points,0.05736495703075335,0.05775518559369721,0.23938754147218058,0.06123864147271203
54,gpqa_all,10,10,10,Anchor Points,0.05749885315134315,0.06057663992181086,0.2744950959957243,0.2619454251523834
55,gpqa_all,10,10,10,Anchor Points,0.05300247777254921,0.0468695709101389,0.21052107270023104,0.26310678189485454
56,gpqa_all,10,10,10,Anchor Points,0.07282836844029805,0.07337744487586349,0.23608564434842638,-0.14792555919291533
57,gpqa_all,10,10,10,Anchor Points,0.05627191761751145,0.05917084651905611,-0.06877157697784482,-0.1179051489725717
58,gpqa_all,10,10,10,Anchor Points,0.05955441718963175,0.06595849179129513,0.08209974170264865,0.12061997152438726
59,gpqa_all,10,10,10,Anchor Points,0.057895340596354324,0.05259458771236533,0.2409178972138939,0.19853518472352816
60,gpqa_all,25,25,10,Anchor Points,0.04306800234803511,0.04026294210730616,0.2395876146717281,0.2341559580411217
61,gpqa_all,25,25,10,Anchor Points,0.03614286365790433,0.037861075181003526,0.4332724543011056,0.3646734146176939
62,gpqa_all,25,25,10,Anchor Points,0.04760884572768908,0.04935415516400044,0.2598504516544808,0.21315036063898568
63,gpqa_all,25,25,10,Anchor Points,0.03767883432609294,0.04513092954088658,0.5035393113725177,0.24329946747266676
64,gpqa_all,25,25,10,Anchor Points,0.04090944057848096,0.05261812383787414,0.4304016761987339,0.2834978968421365
65,gpqa_all,25,25,10,Anchor Points,0.03154668735505758,0.03839928045937265,0.4385162265336828,0.26310678189485454
66,gpqa_all,25,25,10,Anchor Points,0.03735759388663439,0.044769173963486,0.43915231745931066,0.2542989950170342
67,gpqa_all,25,25,10,Anchor Points,0.02621109814663127,0.03398256924414549,0.5012867960433268,0.3487335392146488
68,gpqa_all,25,25,10,Anchor Points,0.0425368313105935,0.05397121334917704,0.282787999198012,0.24454459980286733
69,gpqa_all,25,25,10,Anchor Points,0.033698470035020724,0.042445596045277485,0.4776963116577896,0.06064045391137052
70,gpqa_all,50,50,10,Anchor Points,0.025390815720720373,0.02893182991922203,0.4180390793927394,0.2856370551990988
71,gpqa_all,50,50,10,Anchor Points,0.028956945953572105,0.03281753263733677,0.5440711353628387,0.4311287065753603
72,gpqa_all,50,50,10,Anchor Points,0.04555716993333604,0.049841003983635605,0.4733581475998822,0.2775911673437953
73,gpqa_all,50,50,10,Anchor Points,0.02807070078793174,0.03928295051820516,0.5514168196669539,0.35584615990900237
74,gpqa_all,50,50,10,Anchor Points,0.03679977298497131,0.04255774455171729,0.3590827086590593,0.2818400144044632
75,gpqa_all,50,50,10,Anchor Points,0.0317433081671221,0.03139284953368871,0.39691127145458577,0.2747266397703371
76,gpqa_all,50,50,10,Anchor Points,0.029549276231890922,0.03874750816833647,0.5250016426769202,0.2144089565829896
77,gpqa_all,50,50,10,Anchor Points,0.025098298782793797,0.031624151498357636,0.48305818527811484,0.2889506467778518
78,gpqa_all,50,50,10,Anchor Points,0.02930955938429559,0.04064484085604619,0.49176915989566317,0.42960537803206417
79,gpqa_all,50,50,10,Anchor Points,0.03685563879201781,0.03740226221042454,0.4429246563898049,0.012460367242062436
80,gpqa_all,100,100,10,Anchor Points,0.019541539412854803,0.02808320094942097,0.6691929927037923,0.3786351661941542
81,gpqa_all,100,100,10,Anchor Points,0.02677281882079666,0.02879496734118013,0.5556471169663034,0.41285350128700204
82,gpqa_all,100,100,10,Anchor Points,0.01930053791912141,0.028464860079412777,0.6686597609452882,0.49735084149096664
83,gpqa_all,100,100,10,Anchor Points,0.02780974750092121,0.03020807555628578,0.6372661448845636,0.45184186816352395
84,gpqa_all,100,100,10,Anchor Points,0.034588453823189695,0.03236056211087535,0.5066963856597811,0.42110213916902145
85,gpqa_all,100,100,10,Anchor Points,0.023185554513101007,0.03253159343754499,0.5283829295045325,0.2946463961283071
86,gpqa_all,100,100,10,Anchor Points,0.028319906293524894,0.039292674139739574,0.5283035398006745,0.18947768256171174
87,gpqa_all,100,100,10,Anchor Points,0.02400889458518456,0.032923562948647,0.5327725782741473,0.2125613953308335
88,gpqa_all,100,100,10,Anchor Points,0.02589658557880697,0.04511181638271326,0.6078698047276916,0.36846922808134736
89,gpqa_all,100,100,10,Anchor Points,0.024528374107168967,0.03224131816177872,0.6714241052937042,0.15201648035316173
90,gpqa_all,200,200,10,Anchor Points,0.017642933977771523,0.022261354635241214,0.6691929927037923,0.5164716521332543
91,gpqa_all,200,200,10,Anchor Points,0.021384416862150778,0.026177465494911914,0.7342479759911866,0.5839758780779928
92,gpqa_all,200,200,10,Anchor Points,0.01845363068942258,0.023651653330080756,0.7348636976725444,0.6080568427530754
93,gpqa_all,200,200,10,Anchor Points,0.02216698089192092,0.03020753927484032,0.7000021902358936,0.4121195061271702
94,gpqa_all,200,200,10,Anchor Points,0.017913977884636546,0.029606418707113332,0.7289461914810926,0.43602308110808125
95,gpqa_all,200,200,10,Anchor Points,0.020807361123434197,0.025399206842455765,0.6465410019291681,0.3461057667197298
96,gpqa_all,200,200,10,Anchor Points,0.01881987814673004,0.02881758793036736,0.6719360646839827,0.3241065622766122
97,gpqa_all,200,200,10,Anchor Points,0.015361818348273932,0.027787654085624672,0.7216872716590704,0.3503941751156709
98,gpqa_all,200,200,10,Anchor Points,0.02023170419261909,0.03520131244428761,0.6659201271437057,0.507264811753245
99,gpqa_all,200,200,10,Anchor Points,0.021502729062520168,0.026480814706757446,0.7823622435296553,0.28160429967061107
100,gpqa_all,10,10,10,tinyBenchmarks,0.12008928571428573,0.12339285714285715,0.05291950636914687,-0.01266357225528391
101,gpqa_all,10,10,10,tinyBenchmarks,0.11249999999999999,0.11785714285714284,0.10324904768032737,0.004182579118176498
102,gpqa_all,10,10,10,tinyBenchmarks,0.10392857142857143,0.10875,0.2138698691765799,0.1776485961125053
103,gpqa_all,10,10,10,tinyBenchmarks,0.1244642857142857,0.13830357142857141,0.4248239115807557,0.19624424106226843
104,gpqa_all,10,10,10,tinyBenchmarks,0.11633928571428573,0.11741071428571428,0.26262635566750636,0.23979808600813338
105,gpqa_all,10,10,10,tinyBenchmarks,0.11339285714285716,0.11241071428571431,0.10000427257096148,-0.07879473054941465
106,gpqa_all,10,10,10,tinyBenchmarks,0.1116964285714286,0.11598214285714288,0.11500015972255498,0.04026987349183534
107,gpqa_all,10,10,10,tinyBenchmarks,0.12241071428571428,0.1282142857142857,0.18568503794216681,0.11014366289643869
108,gpqa_all,10,10,10,tinyBenchmarks,0.10142857142857142,0.10741071428571429,0.23421754709662357,0.1775009861193288
109,gpqa_all,10,10,10,tinyBenchmarks,0.12999999999999998,0.12214285714285714,-0.1420150816009046,0.032230889483013704
110,gpqa_all,25,25,10,tinyBenchmarks,0.06964285714285713,0.07116071428571427,0.21310848714382577,0.21751933591149303
111,gpqa_all,25,25,10,tinyBenchmarks,0.07098214285714287,0.08491071428571431,0.33971271421442245,0.10347131523326378
112,gpqa_all,25,25,10,tinyBenchmarks,0.05767857142857141,0.06357142857142856,0.46635366072643586,0.35353683197009916
113,gpqa_all,25,25,10,tinyBenchmarks,0.06249999999999998,0.08473214285714285,0.5070515914595408,0.2711625501742628
114,gpqa_all,25,25,10,tinyBenchmarks,0.06562499999999999,0.08062499999999999,0.18501085685841684,0.013328502626538181
115,gpqa_all,25,25,10,tinyBenchmarks,0.06258928571428571,0.0644642857142857,0.2526380325146341,0.2386467630332153
116,gpqa_all,25,25,10,tinyBenchmarks,0.06678571428571428,0.07625,0.1997563043296106,-0.020026929291525913
117,gpqa_all,25,25,10,tinyBenchmarks,0.07410714285714286,0.08044642857142856,0.10224947616095877,0.009996564271446077
118,gpqa_all,25,25,10,tinyBenchmarks,0.09196428571428573,0.09473214285714285,-0.003329414329623155,0.002487647709850106
119,gpqa_all,25,25,10,tinyBenchmarks,0.06758928571428573,0.08901785714285713,0.5911537770304569,0.1382904123451626
120,gpqa_all,50,50,10,tinyBenchmarks,0.052499999999999984,0.058303571428571434,0.23339385650120018,0.1828171581832446
121,gpqa_all,50,50,10,tinyBenchmarks,0.058392857142857135,0.06696428571428571,0.6567289799496598,0.5655215807342783
122,gpqa_all,50,50,10,tinyBenchmarks,0.05437500000000001,0.06633928571428571,0.2711625501742628,0.06788414418430498
123,gpqa_all,50,50,10,tinyBenchmarks,0.05124999999999999,0.06830357142857144,0.43792891267157597,0.2033313352027609
124,gpqa_all,50,50,10,tinyBenchmarks,0.05366071428571428,0.07669642857142855,0.33195991218163595,0.08253818274131962
125,gpqa_all,50,50,10,tinyBenchmarks,0.04303571428571427,0.05116071428571429,0.3846542441821329,0.21686215661771227
126,gpqa_all,50,50,10,tinyBenchmarks,0.04455357142857142,0.05741071428571428,0.45975879491434807,0.1612490857011422
127,gpqa_all,50,50,10,tinyBenchmarks,0.05973214285714286,0.06714285714285716,0.014137860667900346,-0.232515824532106
128,gpqa_all,50,50,10,tinyBenchmarks,0.04687500000000001,0.054642857142857146,0.24637666039211345,0.1351621922351891
129,gpqa_all,50,50,10,tinyBenchmarks,0.05892857142857142,0.06232142857142858,0.2282453807054591,0.08441824443550612
130,gpqa_all,100,100,10,tinyBenchmarks,0.03214285714285715,0.03830357142857143,0.4576512986909655,0.3572865009243319
131,gpqa_all,100,100,10,tinyBenchmarks,0.03383928571428567,0.05258928571428565,0.7169883370842549,0.4696614113701997
132,gpqa_all,100,100,10,tinyBenchmarks,0.03303571428571427,0.04214285714285712,0.6160564209824171,0.4981539669224451
133,gpqa_all,100,100,10,tinyBenchmarks,0.03446428571428568,0.04616071428571429,0.5803178975099712,0.27470478347801575
134,gpqa_all,100,100,10,tinyBenchmarks,0.03723214285714281,0.045446428571428533,0.39585656309796396,0.29905827768295046
135,gpqa_all,100,100,10,tinyBenchmarks,0.026249999999999978,0.04044642857142856,0.5336335866958718,0.18297155977279253
136,gpqa_all,100,100,10,tinyBenchmarks,0.034999999999999976,0.04803571428571428,0.4858864319999754,0.27426628268734154
137,gpqa_all,100,100,10,tinyBenchmarks,0.03491071428571425,0.04232142857142854,0.4659776370222165,0.265279490185192
138,gpqa_all,100,100,10,tinyBenchmarks,0.02749999999999998,0.045803571428571416,0.613192506971864,0.4061488249450884
139,gpqa_all,100,100,10,tinyBenchmarks,0.025267857142857158,0.036875,0.5999492701755832,0.24345779913561827
140,gpqa_all,200,200,10,tinyBenchmarks,0.013571428571428519,0.03116071428571425,0.7628786310206992,0.33086274466230936
141,gpqa_all,200,200,10,tinyBenchmarks,0.007767857142857163,0.03366071428571421,0.8988053446438582,0.4987699181313111
142,gpqa_all,200,200,10,tinyBenchmarks,0.011428571428571437,0.030357142857142874,0.838426312816346,0.4554268337415592
143,gpqa_all,200,200,10,tinyBenchmarks,0.006249999999999991,0.03955357142857137,0.9061161214079172,0.35257291761885845
144,gpqa_all,200,200,10,tinyBenchmarks,0.008571428571428596,0.03660714285714287,0.8409509082055031,0.3622830722804269
145,gpqa_all,200,200,10,tinyBenchmarks,0.009999999999999974,0.03080357142857141,0.8255194825751515,0.34991467982030544
146,gpqa_all,200,200,10,tinyBenchmarks,0.009642857142857071,0.03660714285714282,0.858105765237249,0.2798883093776302
147,gpqa_all,200,200,10,tinyBenchmarks,0.011339285714285698,0.032142857142857105,0.7712986425470084,0.25931391730928227
148,gpqa_all,200,200,10,tinyBenchmarks,0.010357142857142874,0.03848214285714279,0.8505327467483857,0.391712170633537
149,gpqa_all,200,200,10,tinyBenchmarks,0.007678571428571412,0.03732142857142851,0.8765473614098215,0.24616159672429688
150,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.10273214285714286,0.11378571428571428,0.4723331718141253,0.33645254756868404
151,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.09966071428571427,0.10812500000000001,0.3181165501158635,0.1196134229538123
152,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.09855357142857145,0.10830357142857144,-0.043902564425344195,-0.2086645676958237
153,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.129625,0.15014285714285713,0.36800998168073573,0.04485810401110341
154,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.15998214285714288,0.15958928571428568,0.020052953366104038,-0.03371122438101533
155,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.09674999999999999,0.09451785714285714,0.15170722721543,0.26050485114873284
156,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.09323214285714287,0.10616071428571429,0.3261195759678389,0.08556766119856173
157,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.090125,0.08421428571428569,0.04043238042326445,0.15531715709577013
158,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.10217857142857144,0.12373214285714283,0.37449357838608666,0.147913771620514
159,gpqa_all,10,10,10,"Random (subtask stratified, equal)",0.08408928571428571,0.09858928571428571,0.29270121549546807,0.020708856616302243
160,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.05638214285714287,0.06672142857142857,0.4306216647308508,0.2030412095487725
161,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.07503214285714285,0.08619642857142859,0.5201459366484258,0.47100181690070175
162,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.06128928571428571,0.06849642857142857,0.48272900031304816,0.311368250991454
163,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.1012607142857143,0.12519285714285716,0.5601467132189286,0.2427644202892781
164,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.064875,0.061775,0.360336308930236,0.35572688985748957
165,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.07422857142857144,0.07781785714285713,0.0418650970957061,-0.04531293032554099
166,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.07586071428571428,0.08623928571428571,0.3853831216637279,0.1351794927658215
167,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.06641785714285714,0.07862857142857144,0.40703193350662115,0.13944923905277212
168,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.06774285714285715,0.08407500000000001,0.23714427495770127,-0.01604719187122606
169,gpqa_all,25,25,10,"Random (subtask stratified, equal)",0.08863928571428574,0.08953214285714285,0.39675072031954456,0.3824102747087431
170,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.052417857142857155,0.060021428571428566,0.35408572034743174,0.14079542392813155
171,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.030267857142857138,0.034175000000000004,0.5548066593725552,0.4544523165019359
172,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.060010714285714285,0.07449642857142856,0.5251613506830589,0.3076016785330733
173,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.03459642857142856,0.05809285714285714,0.6262789529557315,0.2523470256544394
174,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.040482142857142855,0.056989285714285735,0.5406637177646128,0.1835931309235853
175,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.03158571428571429,0.04316071428571429,0.5296710667465097,0.20306799720728042
176,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.03658928571428571,0.05663214285714286,0.5363113139962742,0.22410513307793195
177,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.06237500000000001,0.06915714285714286,0.20946485773678447,0.0915639035037195
178,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.04522857142857144,0.066575,0.5136665720253077,0.24722102347587557
179,gpqa_all,50,50,10,"Random (subtask stratified, equal)",0.046139285714285716,0.06587499999999999,0.5738101040895539,0.1676766956655588
180,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.032060714285714276,0.03838571428571429,0.48816583963032634,0.26925004561987553
181,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.019260714285714294,0.04473928571428572,0.7566946798147116,0.4378230999563899
182,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.030125000000000002,0.04733928571428571,0.6881010629567654,0.45655975535278054
183,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.037025,0.056957142857142866,0.6483805255359066,0.3551690307056905
184,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.02921785714285714,0.03638928571428572,0.5547182996819462,0.39458684574261615
185,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.02692142857142857,0.043132142857142855,0.6415974701900634,0.2662279823851439
186,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.02768214285714285,0.03805357142857142,0.5398933264919903,0.35752154684584914
187,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.027424999999999998,0.034742857142857145,0.4795644331035113,0.32380939184348445
188,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.02536428571428571,0.04496785714285715,0.652541368565184,0.3677314178553427
189,gpqa_all,100,100,10,"Random (subtask stratified, equal)",0.025875,0.037875,0.6146384468871531,0.3637244870099746
190,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.014146428571428568,0.029871428571428563,0.8482843250095362,0.41027932215676716
191,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.008782142857142855,0.030824999999999995,0.889920993847935,0.4685525074008263
192,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.009289285714285715,0.031732142857142855,0.8718492682954048,0.5193720454360335
193,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.00694642857142857,0.039728571428571426,0.9136421320735689,0.3688848933009541
194,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.007324999999999997,0.04011785714285715,0.9145263968555291,0.3998316498316498
195,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.0063357142857142865,0.030610714285714283,0.912345712113603,0.33447110049139567
196,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.006946428571428575,0.03798928571428571,0.9075112803257022,0.32514829606948953
197,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.009210714285714286,0.029792857142857145,0.8619556102597453,0.2986082087604155
198,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.00786428571428572,0.03376785714285714,0.8844071655961532,0.443049197760871
199,gpqa_all,200,200,10,"Random (subtask stratified, equal)",0.00721785714285714,0.03528928571428572,0.9012197161428323,0.2631806779839076
200,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.09483928571428571,0.0926785714285714,0.12318922552025781,0.16039271641732905
201,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.13226785714285713,0.14583928571428573,0.498952994931243,0.3276140233689345
202,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.10808928571428572,0.10644642857142857,0.541268904570888,0.512350885038841
203,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.11444642857142857,0.12414285714285712,0.5074980365431562,0.28476816353209555
204,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.111125,0.11669642857142856,0.2644682204255318,0.08598459359499387
205,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.12507142857142856,0.1319107142857143,0.2914341512152337,0.14851727955375008
206,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.1139107142857143,0.11608928571428571,0.26281064298746687,0.037117817374626966
207,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.11308928571428573,0.11342857142857139,-0.0993455500092271,-0.061407598367396746
208,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.09214285714285715,0.104375,0.5285110711239172,0.345089567487119
209,gpqa_all,10,10,10,"Random (subtask stratified, proportional)",0.1055892857142857,0.10387499999999998,0.39708947272587664,0.46529921057031515
210,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.06508928571428571,0.07279285714285715,0.2483280677325552,0.08468005313020173
211,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.0677892857142857,0.07040357142857141,0.21541488476307413,0.05276210886538286
212,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.06558928571428571,0.07223928571428571,0.36183913580696864,0.14181761469739687
213,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.08933214285714287,0.10737857142857145,0.38624143995081234,0.1996834751159614
214,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.06174642857142858,0.07933928571428572,0.24663658180576079,-0.10361521657450393
215,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.0833642857142857,0.08229642857142856,0.37427471485073344,0.1933454367064745
216,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.05090357142857142,0.05425357142857143,0.3280019436975089,0.22679564616223796
217,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.08656785714285714,0.08469285714285714,-0.026245935680448366,0.09994456751669015
218,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.06337857142857142,0.08377500000000002,0.2773442185333388,0.01412389667745845
219,gpqa_all,25,25,10,"Random (subtask stratified, proportional)",0.08655357142857145,0.08686071428571428,0.3113392548769917,0.04527394087815609
220,gpqa_all,50,50,10,"Random (subtask stratified, proportional)",0.04428214285714285,0.04949285714285714,0.3450928304549581,0.2627554567955772
221,gpqa_all,50,50,10,"Random (subtask stratified, proportional)",0.03711785714285715,0.04526071428571427,0.6032322505210297,0.4097836881640007
222,gpqa_all,50,50,10,"Random (subtask stratified, proportional)",0.04631071428571429,0.05839642857142858,0.625792975083709,0.42741217731958026
223,gpqa_all,50,50,10,"Random (subtask stratified, proportional)",0.04933928571428572,0.06334285714285716,0.3574526163969609,0.2311665473948696
224,gpqa_all,50,50,10,"Random (subtask stratified, proportional)",0.04704642857142858,0.058517857142857156,0.24643594076107866,0.09313620286286757
